video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=SC5H4vVwW2M&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@CNN,CNN,Fareed: Allies are nervous about the US presidential election,245K,4 days,"From Switzerland, CNN's Fareed Zakaria details the one issue everyone is talking about in Davos is the US election and why ...",2024-01-26 00:31:30.059892
/watch?v=BDeQ76Ytsys&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@FoxNews,Fox News,‘The Five’ reacts to ‘massive shakeup’ in 2024 presidential race,674K,3 days,'The Five' co-hosts discuss Ron DeSantis' exit from the 2024 presidential race and former President Trump and Nikki Haley ...,2024-01-26 00:31:30.063681
/watch?v=HNBNElFpTSE&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@CNBCtelevision,CNBC Television,2024 election and the economy: How does inflation impact the presidential election?,2.8K,1 day,"Hosted by Brian Sullivan, 'Last Call' is a fast-paced, entertaining business show that explores the intersection of money, culture ...",2024-01-26 00:31:30.066446
/watch?v=iFY1weAafgg&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@FoxBusiness,Fox Business,Michelle Obama’s potential move to shake up 2024 presidential race,127K,6 days,A 'Mornings with Maria' panel weighs in one the possibility of a Michelle Obama 2024 candidacy and President Biden's low ...,2024-01-26 00:31:30.069463
/watch?v=Jdadb7qMBcE&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@explainitychannel,explainitychannel,US Presidential Election explained (explainity® explainer video),398K,3 years,Every 4 years the United States of America is electing a new president. The process itself is rather long and very old - even ...,2024-01-26 00:31:30.072975
/watch?v=Hefw9Bgi6m4&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@WMUR,WMUR-TV,Analysis: How presidential race is shaping up after Ron DeSantis' exit,14K,3 days,"Dr. Nathan Shrader, from New England College, joins to provide some big-picture perspective about the 2024 presidential race.",2024-01-26 00:31:30.076187
/watch?v=CLgg_MlSflc&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@Wqadnews8,WQAD News 8,Recap: second 2024 presidential election debate now in the books,324K,3 months,"The seven candidates went head-to-head on stage, some notably taking aim at GOP front-runner Donald Trump who again chose ...",2024-01-26 00:31:30.079180
/watch?v=lYPwGJl_o3w&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@TODAY,TODAY,Watch highlights from the first GOP debate of 2024 election,195K,5 months,"With former President Donald Trump absent from the first Republican presidential debate on Wednesday, much of the night ...",2024-01-26 00:31:30.081326
/watch?v=-INC9ncqwjc&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@WHAS11News,WHAS11,Donald Trump responds after Ron DeSantis drops out of presidential race,91K,3 days,"DeSantis ultimately decided that he needed to endorse Trump given his popularity in the party, despite the deeply personal feud ...",2024-01-26 00:31:30.082706
/watch?v=RkPb5x070eI&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@CBSNews,CBS News,Sen. Tim Scott endorsing Donald Trump for 2024 presidential election,153K,6 days,"South Carolina Senator Tim Scott is endorsing former President Donald Trump in the 2024 GOP presidential race, multiple ...",2024-01-26 00:31:30.084098
/watch?v=EhpiztYzgbM&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@CNN,CNN,Bill Maher’s 2024 presidential race predictions,2.2M,10 months,"CNN's Jake Tapper speaks with Bill Maher about the comedian's predictions for the 2024 presidential field. Maher's show, “Real ...",2024-01-26 00:31:30.085713
/watch?v=38AeY8m0YDs&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@ABCNews,ABC News,Looking ahead to 1st contests in 2024 presidential race,124K,3 weeks,ABC News' Jay O'Brien previews the upcoming Iowa caucus and New Hampshire primary; early indicators of which candidates ...,2024-01-26 00:31:30.087042
/watch?v=nxQm8Lk21KY&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@aljazeeraenglish,Al Jazeera English,US 2024 presidential race: Republican nomination polling begins in Iowa,9.7K,11 days,The first votes in this year's race for the White House will be cast in the Republican caucus in Iowa. November's election looks ...,2024-01-26 00:31:30.088392
/watch?v=PU7kB2qifF8&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@GMA,Good Morning America,A look ahead at the 2024 presidential election,17K,3 weeks,ABC News political director Rick Klein and ABC News political contributors John Katko and Donna Brazile take a look at where ...,2024-01-26 00:31:30.089677
/watch?v=ajavsMbCapY&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@Vox,Vox,"The Electoral College, explained",7M,3 years,"Watch more of our election coverage: http://vox.com/ElectionVideos In the 2000 US presidential election, the Democratic ...",2024-01-26 00:31:30.091094
/watch?v=SqsbCE8cp44&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@wcco,WCCO - CBS Minnesota,2024 presidential election looking to be a rematch,11K,2 months,"There are just 363 days until the 2024 presidential election, which is shaping up to be a two-person race between President Joe ...",2024-01-26 00:31:30.092448
/watch?v=gtYTGAX3Tdc&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@AtlantaNewsFirst,Atlanta News First ,DeSantis ends 2024 presidential campaign and endorses Trump,74K,3 days,DeSantis ends 2024 presidential campaign and endorses Trump SUBSCRIBE and turn on notifications so you don't miss any ...,2024-01-26 00:31:30.097372
/watch?v=Nr4JemnCgpI&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@TheEconomicTimes,The Economic Times,US Presidential Elections: Highlights from the Fourth 2024 Republican Primary Debate,387K,1 month,"In the fourth GOP debate, four Republican candidates discussed key issues and positioned themselves ahead of the 2024 primary ...",2024-01-26 00:31:30.098703
